4331,6355,5092,5964,7214,3641,3377,4037,1354,3404,3695,6068,3209,5590,2723,2765,6038,3429,6378,1828,6479,985,4861,170,3190,3563,4473,4221,4549,4221,4549,4221,4738,4770,5683,5683,4889,4998,4998,5429,5429,5162,5181,5162,3812,3812,1470,6048,6669,6048,3347,3383,3398,3285,742,3347,2965,5549,5789,5335,5603,2622,5154
2920,6563,1131,875,3891,3513,1933,3117,4061,2215,3891,6276,3528,2588,4391,2628,6246,4215,3054,3605,2712,4325,5059,5373,3742,4023,4195,3519,4319,3519,4319,3519,4508,4512,4212,4212,3263,3315,3315,5636,5636,1756,2366,1756,7052,7052,3838,2183,3345,2183,2409,7823,7838,7725,5805,2409,2627,456,700,730,677,4291,1387
3551,6864,2804,3742,6174,3354,1632,3582,1646,1896,3810,6578,2922,4544,3787,1667,6548,1504,5337,1993,5008,1719,5370,2748,3138,3943,4608,4150,4684,4150,4684,4150,4873,4905,5099,5099,4193,4302,4302,5938,5938,3380,3990,3380,5777,5777,1635,4479,5628,4479,1020,5520,5535,5421,3199,1020,580,3327,3567,3047,3373,1130,2866
2928,6432,1761,175,3447,3545,2758,3149,4886,3160,3923,6157,3978,2143,4608,3453,6115,4978,2610,4430,2267,5150,5071,6197,4380,4055,4207,3526,4331,3526,4331,3526,4520,4270,3972,3972,3023,3075,3075,5550,5550,2258,2098,2258,7083,7083,4663,1739,2901,1739,3187,8416,8346,8409,6630,3187,3405,906,450,1232,751,5070,1760
3878,6375,4658,5511,6761,3188,2924,3584,927,2951,3644,6088,2755,5137,2743,2312,6058,3015,5925,1375,6026,532,4880,613,2871,3582,4441,4189,4517,4189,4517,4189,4706,4739,5341,5341,4436,4545,4545,5448,5448,4709,4728,4709,3831,3831,1017,5595,6216,5595,2913,3444,3459,3346,1045,2913,2531,5096,5336,4901,5150,2208,4720
2510,1708,6114,5182,4079,2918,4506,2720,4777,4123,2018,1433,2868,3297,2462,4131,1391,7165,3352,4256,3752,5041,504,5249,2595,2092,1230,1911,1102,1911,1102,1911,917,880,1340,1340,2270,2282,2282,826,826,3622,3052,3622,3287,3287,4554,3756,3643,3756,6161,4670,4608,4742,5627,6161,5856,5875,5455,6171,5756,6470,6371
3325,6430,2908,3846,5948,2920,1406,3316,1048,1670,3376,6143,2487,4318,3352,1232,6113,1911,5111,1395,4782,1218,4935,2247,2703,3508,4173,3924,4249,3924,4249,3924,4438,4471,4872,4872,3967,4076,4076,5503,5503,3154,3764,3154,5180,5180,1038,4253,5402,4253,1163,4922,4937,4824,2698,1163,781,3431,3671,3152,3477,1364,2970
2751,6094,3668,2158,1980,3369,3293,2973,5404,3544,3747,5835,3802,1231,4432,3972,5777,6240,1143,5025,801,5668,4891,6716,4204,3879,4031,3350,4145,3350,4145,3350,4344,4035,3377,3377,2539,2526,2526,5212,5212,2081,1791,2081,6907,6907,5182,990,1434,990,4419,8240,8170,8233,7148,4419,4637,2883,2462,3244,2763,5899,3772
3524,7167,547,994,4495,3565,1869,3722,3997,2150,4353,6880,3464,3192,4327,2564,6850,3852,3658,3541,3316,4261,5663,5309,3678,4485,4799,4123,4923,4123,4923,4123,5112,5116,4816,4816,3867,3919,3919,6240,6240,2360,2970,2360,7001,7001,3774,2787,3949,2787,2291,7759,7774,7661,5741,2291,2509,389,723,202,470,4174,804
4191,7833,657,1920,5318,4009,2194,4222,3709,2526,4726,7547,3837,4015,4702,2523,7517,2970,4481,3500,4139,3879,6330,4907,4053,4858,5466,4789,5590,4789,5590,4789,5779,5656,5355,5355,4406,4459,4459,6907,6907,2899,3510,2899,7256,7256,3686,3610,4772,3610,1832,7671,7686,7573,5359,1832,2050,1380,1649,1051,1396,3714,377
795,4354,3617,3327,3539,604,1761,520,2681,1647,1148,4067,1036,1914,1834,2036,4037,4684,2702,2160,2803,2945,2855,3993,1438,1281,1990,1310,2115,1310,2115,1310,2304,2336,2259,2259,1353,1462,1462,3427,3427,1705,1506,1705,4309,4309,2458,2372,2993,2372,3417,5642,5572,5635,4425,3417,3334,3696,3600,3662,3901,4290,3874
3361,7003,871,769,4223,3808,2112,3558,4239,2393,4332,6716,3707,2920,4570,2807,6686,4095,3387,3783,3044,4503,5500,5551,3921,4464,4635,3959,4760,3959,4760,3959,4949,4952,4652,4652,3703,3756,3756,6077,6077,2196,2857,2196,7243,7243,4017,2516,3678,2516,2534,8002,8017,7903,5984,2534,2752,34,594,414,361,4416,1127
2616,1291,6273,5427,4725,3024,4613,2826,4883,4229,2125,1016,2974,3943,2569,4238,974,7272,3998,4362,4397,5147,472,5355,2701,2198,1337,2017,1252,2017,1252,2017,1023,1092,1896,1896,2826,2838,2838,410,410,3978,3518,3978,3394,3394,4661,4401,4289,4401,6268,4776,4714,4848,5733,6268,5963,5969,5700,6330,6001,6576,6530
1629,2250,5286,4341,4016,2037,3626,1839,3947,3301,1138,1976,1987,2801,2045,3302,1933,6336,3290,3426,3689,4211,987,4837,2146,1212,350,1031,227,1031,227,1031,436,118,1022,1022,1705,1837,1837,1369,1369,2795,2432,2795,3279,3279,3724,3260,3581,3260,5281,4662,4600,4734,5216,5281,5027,4982,4614,5343,4915,5640,5543
2529,5974,3446,1936,2042,3147,3070,2751,5182,3322,3524,5700,3580,1009,4210,3749,5657,6017,1205,4803,863,5446,4673,6494,3982,3657,3809,3128,3933,3128,3933,3128,4122,3813,3176,3176,2317,2315,2315,5093,5093,1859,1569,1859,6685,6685,4959,768,1496,768,4197,8018,7948,8011,6926,4197,4415,2660,2240,3022,2541,5676,3550
4109,6027,4984,5742,6993,3419,3155,3816,1027,3182,3366,5740,2987,5368,2395,2544,5710,3593,6156,1610,6257,1109,4532,434,2861,3234,4144,3892,4220,3892,4220,3892,4409,4442,5355,5355,4667,4776,4776,5100,5100,4941,4960,4941,3483,3483,1252,5827,6447,5827,3239,2998,3013,2900,828,3239,2857,5327,5567,5227,5381,2785,5046
5668,8999,4058,5305,8077,5489,3748,5699,3494,4012,5945,8712,5056,6608,5961,3801,8682,746,7240,3841,6898,3223,7504,3760,5272,6077,6742,6266,6818,6266,6818,6266,7007,7040,7215,7215,6309,6418,6418,8072,8072,5444,6055,5444,7049,7049,3484,6369,7531,6369,2570,6726,6741,6627,4240,2570,2468,4620,4954,4350,4701,1580,3778
3304,6947,475,1128,4533,3318,1622,3501,3750,1904,4106,6660,3217,3230,4081,2317,6630,3641,3696,3294,3354,4014,5443,5062,3431,4238,4579,3903,4703,3903,4703,3903,4892,4896,4596,4596,3647,3699,3699,6020,6020,2140,2750,2140,6754,6754,3527,2825,3987,2825,2052,7512,7527,7414,5494,2052,2270,523,857,449,604,3934,732
2916,5347,4703,3207,878,3540,4284,3144,5707,4347,3908,4934,3973,1692,4594,4888,5009,7231,578,5186,1088,5971,4435,7019,4375,4040,4137,3456,4056,3456,4056,3456,4209,3835,2922,2922,2300,2191,2191,4757,4757,2536,1927,2536,7069,7069,5485,1449,307,1449,5410,8401,8331,8394,7451,5410,5628,3931,3511,4293,3812,6890,4821
4879,7699,5321,6259,7763,4189,3765,4586,2057,3792,4645,7413,3757,6138,4465,3194,7383,2633,6926,2404,7027,1786,6205,2279,3973,4777,5443,5191,5519,5191,5519,5191,5708,5740,6342,6342,5437,5546,5546,6773,6773,5551,5730,5551,5554,5554,2047,6597,7217,6597,3576,5230,5245,5131,2744,3576,3079,5844,6084,5564,5890,1444,5383
3152,6795,836,1102,4123,3314,1618,3350,3746,1900,4102,6508,3213,2820,4076,2313,6478,3838,3286,3290,2944,4010,5291,5058,3427,4234,4427,3751,4551,3751,4551,3751,4740,4744,4444,4444,3495,3548,3548,5868,5868,1988,2599,1988,6750,6750,3523,2415,3577,2415,2048,7508,7523,7410,5490,2048,2265,686,926,692,847,3930,1093
3323,6965,1028,645,4099,3916,2265,3520,4393,2546,4294,6791,3860,2796,4723,2960,6648,4252,3262,3937,2920,4657,5462,5705,4074,4426,4597,3921,4722,3921,4722,3921,4911,4905,4606,4606,3657,3709,3709,6039,6039,2158,2733,2158,7397,7397,4170,2391,3553,2391,2695,8155,8170,8057,6137,2695,2912,241,371,571,118,4577,1100
1095,3970,3710,3982,4183,405,1854,801,2099,1453,861,3683,139,2559,1079,1453,3653,4487,3347,1578,3448,2363,2474,3422,430,993,1658,1406,1734,1406,1734,1406,1923,1956,2558,2558,1653,1762,1762,3044,3044,2361,2150,2361,3752,3752,1876,3017,3638,3017,3412,4783,4798,4685,3854,3412,3179,3907,4255,3755,3961,3792,3967
4463,7283,4760,5698,7346,3773,3349,4169,1641,3376,4229,6996,3340,5722,4074,2778,6966,2017,6510,1988,6611,1370,5788,1872,3556,4361,5026,4774,5102,4774,5102,4774,5291,5324,5926,5926,5021,5130,5130,6356,6356,5134,5313,5134,5162,5162,1630,6180,6801,6180,2887,4838,4853,4740,2353,2887,2463,5282,5523,5003,5329,828,4822
3337,6980,374,1396,4614,3373,1544,3534,3657,1959,4161,6693,3273,3311,4136,2224,6663,3395,3777,3201,3435,3890,5476,4918,3487,4293,4612,3936,4736,3936,4736,3936,4925,4929,4629,4629,3680,3732,3732,6053,6053,2173,2783,2173,6809,6809,3434,2906,4068,2906,1843,7419,7434,7321,5370,1843,2061,767,1101,617,848,3725,631
1835,5251,3383,1887,1766,2459,2975,2063,4626,3227,2827,4976,2892,285,3512,3654,4934,5922,930,4105,587,4890,3979,5938,3294,2959,3115,2434,3199,2434,3199,2434,3428,3090,2453,2453,1594,1592,1592,4370,4370,1498,845,1498,5988,5988,4403,275,1221,275,4102,7320,7250,7313,6370,4102,4319,2612,2191,2973,2492,5581,3501
3707,7058,2429,3367,5857,3525,1787,3738,1858,2052,4004,6771,3116,4389,3980,1860,6741,1705,5021,2205,4678,2027,5564,3056,3331,4136,4802,4306,4878,4306,4878,4306,5066,5099,5254,5254,4349,4458,4458,6132,6132,3224,3835,3224,5989,5989,1847,4150,5312,4150,462,5732,5747,5633,3508,462,132,2952,3192,2673,2999,1650,2492
2882,6387,1807,221,3401,3500,2803,3104,4931,3205,3878,6112,3933,2098,4563,3498,6070,5023,2564,4475,2222,5195,5026,6243,4335,4010,4162,3481,4286,3481,4286,3481,4475,4225,3926,3926,2978,3030,3030,5505,5505,2212,2053,2212,7038,7038,4708,1694,2855,1694,3233,8371,8301,8364,6675,3233,3450,951,495,1277,796,5115,1805
1180,3926,3845,4067,4289,490,1989,886,2234,1588,817,3640,274,2664,1291,1588,3609,4622,3452,1713,3553,2498,2430,3546,676,949,1614,1362,1691,1362,1691,1362,1879,1912,2643,2643,1738,1847,1847,3000,3000,2446,2255,2446,3978,3978,2011,3122,3743,3122,3547,5030,5045,4932,3978,3547,3313,4042,4340,3889,4096,3927,4101
3835,7172,2484,3422,5912,3654,1916,3866,1972,2180,4118,6885,3230,4444,4094,1974,6855,1597,5075,2319,4733,2141,5677,3170,3445,4250,4915,4434,4991,4434,4991,4434,5180,5213,5382,5382,4477,4586,4586,6245,6245,3279,3890,3279,6103,6103,1961,4205,5366,4205,441,5845,5860,5747,3621,441,260,3007,3247,2728,3054,1648,2542
1279,4733,3240,1937,2383,1902,2496,1506,4069,2801,2270,4458,2335,745,2956,3228,4416,5443,1546,3548,1441,4333,3461,5381,2737,2402,2558,1877,2681,1877,2681,1877,2910,2572,2066,2066,1118,1170,1170,3852,3852,748,197,748,5431,5431,3847,968,1837,968,3622,6763,6694,6757,5813,3622,3840,2630,2210,2992,2511,5102,3497
1410,4826,3523,2227,2090,2033,2779,1638,4201,2894,2401,4551,2466,140,3087,3512,4509,5726,1253,3680,911,4465,3554,5512,2868,2534,2689,2009,2774,2009,2774,2009,3003,2664,2028,2028,1168,1166,1166,3944,3944,1031,420,1031,5562,5562,3978,599,1544,599,3905,6895,6825,6888,5945,3905,4123,2952,2531,3313,2832,5385,3780
3028,6671,933,1255,3999,3255,1559,3226,3687,1841,3999,6384,3155,2696,4018,2255,6354,3779,3162,3231,2820,3951,5167,4999,3369,4131,4303,3627,4427,3627,4427,3627,4616,4620,4320,4320,3371,3423,3423,5744,5744,1864,2474,1864,6691,6691,3465,2291,3453,2291,1989,7450,7465,7351,5431,1989,2207,840,1080,845,1000,3871,1190
3314,6957,1088,637,4091,3908,2257,3512,4385,2538,4286,6783,3852,2788,4715,2952,6640,4477,3254,3929,2912,4649,5454,5697,4066,4418,4589,3913,4714,3913,4714,3913,4903,4897,4598,4598,3649,3701,3701,6031,6031,2150,2725,2150,7389,7389,4162,2383,3545,2383,2687,8147,8162,8049,6129,2687,2904,301,461,631,178,4569,1160
3024,6528,1651,65,3535,3641,2647,3246,4775,3049,4019,6253,4074,2232,4705,3342,6211,4867,2698,4319,2356,5039,5168,6087,4476,4151,4303,3623,4428,3623,4428,3623,4617,4367,4068,4068,3119,3171,3171,5647,5647,2354,2195,2354,7180,7180,4552,1827,2989,1827,3077,8512,8442,8505,6519,3077,3294,795,339,1121,640,4959,1649
2764,903,6397,5723,5002,3145,4761,2974,5006,4352,2245,669,3095,4150,2692,4361,586,7395,4205,4485,4605,5270,762,5478,2824,2319,1485,2165,1400,2165,1400,2165,1171,1299,2103,2103,3033,3045,3045,29,29,4102,3725,4102,3516,3516,4783,4608,4496,4608,6319,4899,4837,4971,5856,6319,6086,6093,5997,6454,6297,6699,6654
2914,6418,1775,189,3433,3532,2771,3136,4899,3173,3909,6144,3964,2130,4595,3467,6101,4991,2596,4443,2254,5163,5058,6211,4367,4042,4193,3513,4318,3513,4318,3513,4507,4257,3958,3958,3009,3062,3062,5537,5537,2244,2085,2244,7070,7070,4677,1725,2887,1725,3201,8403,8333,8396,6643,3201,3419,919,464,1245,765,5083,1774
3432,7074,819,683,4181,3756,2060,3629,4188,2342,4403,6787,3656,2878,4519,2756,6757,4043,3344,3732,3002,4452,5571,5500,3870,4535,4706,4030,4831,4030,4831,4030,5020,4987,4723,4723,3774,3827,3827,6148,6148,2267,2814,2267,7192,7192,3966,2473,3635,2473,2483,7951,7966,7852,5932,2483,2701,229,411,363,158,4365,1076
